Real-time data - subject to revision
Copyright Environment Canada(2024)

"Real-Time Hydrometric Data for SAN JUAN RIVER NEAR PORT RENFREW (08HA010) [BC]"

08HA010,"SAN JUAN RIVER NEAR PORT RENFREW"
Description of parameters:
46,"Water level (unit values)",m

Date (PST),Parameter ,Value (m),Approval,Qualifier
2024-10-29 09:30:00,46,3.284,Provisional,UNSPECIFIED
2024-10-29 09:35:00,46,3.278,Provisional,UNSPECIFIED
2024-10-29 09:40:00,46,3.280,Provisional,UNSPECIFIED
2024-10-29 09:45:00,46,3.278,Provisional,UNSPECIFIED
2024-10-29 09:50:00,46,3.277,Provisional,UNSPECIFIED
2024-10-29 09:55:00,46,3.279,Provisional,UNSPECIFIED
2024-10-29 10:00:00,46,3.273,Provisional,UNSPECIFIED
2024-10-29 10:05:00,46,3.273,Provisional,UNSPECIFIED
2024-10-29 10:10:00,46,3.271,Provisional,UNSPECIFIED
2024-10-29 10:15:00,46,3.260,Provisional,UNSPECIFIED
2024-10-29 10:20:00,46,3.268,Provisional,UNSPECIFIED
2024-10-29 10:25:00,46,3.266,Provisional,UNSPECIFIED
2024-10-29 10:30:00,46,3.269,Provisional,UNSPECIFIED
2024-10-29 10:35:00,46,3.263,Provisional,UNSPECIFIED
2024-10-29 10:40:00,46,3.262,Provisional,UNSPECIFIED
2024-10-29 10:45:00,46,3.261,Provisional,UNSPECIFIED
2024-10-29 10:50:00,46,3.256,Provisional,UNSPECIFIED
2024-10-29 10:55:00,46,3.262,Provisional,UNSPECIFIED
2024-10-29 11:00:00,46,3.259,Provisional,UNSPECIFIED
2024-10-29 11:05:00,46,3.261,Provisional,UNSPECIFIED
2024-10-29 11:10:00,46,3.256,Provisional,UNSPECIFIED
2024-10-29 11:15:00,46,3.255,Provisional,UNSPECIFIED
2024-10-29 11:20:00,46,3.247,Provisional,UNSPECIFIED
2024-10-29 11:25:00,46,3.254,Provisional,UNSPECIFIED
2024-10-29 11:30:00,46,3.249,Provisional,UNSPECIFIED
2024-10-29 11:35:00,46,3.245,Provisional,UNSPECIFIED
2024-10-29 11:40:00,46,3.246,Provisional,UNSPECIFIED
2024-10-29 11:45:00,46,3.250,Provisional,UNSPECIFIED
2024-10-29 11:50:00,46,3.245,Provisional,UNSPECIFIED
2024-10-29 11:55:00,46,3.244,Provisional,UNSPECIFIED
2024-10-29 12:00:00,46,3.243,Provisional,UNSPECIFIED
2024-10-29 12:05:00,46,3.234,Provisional,UNSPECIFIED
2024-10-29 12:10:00,46,3.243,Provisional,UNSPECIFIED
2024-10-29 12:15:00,46,3.245,Provisional,UNSPECIFIED
2024-10-29 12:20:00,46,3.240,Provisional,UNSPECIFIED
2024-10-29 12:25:00,46,3.239,Provisional,UNSPECIFIED
2024-10-29 12:30:00,46,3.228,Provisional,UNSPECIFIED
2024-10-29 12:35:00,46,3.234,Provisional,UNSPECIFIED
2024-10-29 12:40:00,46,3.227,Provisional,UNSPECIFIED
2024-10-29 12:45:00,46,3.230,Provisional,UNSPECIFIED
2024-10-29 12:50:00,46,3.233,Provisional,UNSPECIFIED
2024-10-29 12:55:00,46,3.230,Provisional,UNSPECIFIED
2024-10-29 13:00:00,46,3.222,Provisional,UNSPECIFIED
2024-10-29 13:05:00,46,3.225,Provisional,UNSPECIFIED
2024-10-29 13:10:00,46,3.227,Provisional,UNSPECIFIED
2024-10-29 13:15:00,46,3.224,Provisional,UNSPECIFIED
2024-10-29 13:20:00,46,3.225,Provisional,UNSPECIFIED
2024-10-29 13:25:00,46,3.211,Provisional,UNSPECIFIED
2024-10-29 13:30:00,46,3.222,Provisional,UNSPECIFIED
2024-10-29 13:35:00,46,3.222,Provisional,UNSPECIFIED
2024-10-29 13:40:00,46,3.209,Provisional,UNSPECIFIED
2024-10-29 13:45:00,46,3.214,Provisional,UNSPECIFIED
2024-10-29 13:50:00,46,3.210,Provisional,UNSPECIFIED
2024-10-29 13:55:00,46,3.219,Provisional,UNSPECIFIED
2024-10-29 14:00:00,46,3.212,Provisional,UNSPECIFIED
2024-10-29 14:05:00,46,3.209,Provisional,UNSPECIFIED
2024-10-29 14:10:00,46,3.210,Provisional,UNSPECIFIED
2024-10-29 14:15:00,46,3.210,Provisional,UNSPECIFIED
2024-10-29 14:20:00,46,3.204,Provisional,UNSPECIFIED
2024-10-29 14:25:00,46,3.206,Provisional,UNSPECIFIED
2024-10-29 14:30:00,46,3.204,Provisional,UNSPECIFIED
2024-10-29 14:35:00,46,3.202,Provisional,UNSPECIFIED
2024-10-29 14:40:00,46,3.203,Provisional,UNSPECIFIED
2024-10-29 14:45:00,46,3.204,Provisional,UNSPECIFIED
2024-10-29 14:50:00,46,3.203,Provisional,UNSPECIFIED
2024-10-29 14:55:00,46,3.201,Provisional,UNSPECIFIED
2024-10-29 15:00:00,46,3.195,Provisional,UNSPECIFIED
2024-10-29 15:05:00,46,3.196,Provisional,UNSPECIFIED
2024-10-29 15:10:00,46,3.194,Provisional,UNSPECIFIED
2024-10-29 15:15:00,46,3.192,Provisional,UNSPECIFIED
2024-10-29 15:20:00,46,3.193,Provisional,UNSPECIFIED
2024-10-29 15:25:00,46,3.189,Provisional,UNSPECIFIED
2024-10-29 15:30:00,46,3.189,Provisional,UNSPECIFIED
2024-10-29 15:35:00,46,3.184,Provisional,UNSPECIFIED
2024-10-29 15:40:00,46,3.185,Provisional,UNSPECIFIED
2024-10-29 15:45:00,46,3.184,Provisional,UNSPECIFIED
2024-10-29 15:50:00,46,3.182,Provisional,UNSPECIFIED
2024-10-29 15:55:00,46,3.182,Provisional,UNSPECIFIED
2024-10-29 16:00:00,46,3.183,Provisional,UNSPECIFIED
2024-10-29 16:05:00,46,3.184,Provisional,UNSPECIFIED
2024-10-29 16:10:00,46,3.182,Provisional,UNSPECIFIED
2024-10-29 16:15:00,46,3.177,Provisional,UNSPECIFIED
2024-10-29 16:20:00,46,3.178,Provisional,UNSPECIFIED
2024-10-29 16:25:00,46,3.180,Provisional,UNSPECIFIED
2024-10-29 16:30:00,46,3.184,Provisional,UNSPECIFIED
2024-10-29 16:35:00,46,3.179,Provisional,UNSPECIFIED
2024-10-29 16:40:00,46,3.178,Provisional,UNSPECIFIED
2024-10-29 16:45:00,46,3.176,Provisional,UNSPECIFIED
2024-10-29 16:50:00,46,3.172,Provisional,UNSPECIFIED
2024-10-29 16:55:00,46,3.163,Provisional,UNSPECIFIED
2024-10-29 17:00:00,46,3.173,Provisional,UNSPECIFIED
2024-10-29 17:05:00,46,3.163,Provisional,UNSPECIFIED
2024-10-29 17:10:00,46,3.162,Provisional,UNSPECIFIED
2024-10-29 17:15:00,46,3.167,Provisional,UNSPECIFIED
2024-10-29 17:20:00,46,3.173,Provisional,UNSPECIFIED
2024-10-29 17:25:00,46,3.165,Provisional,UNSPECIFIED
2024-10-29 17:30:00,46,3.165,Provisional,UNSPECIFIED
2024-10-29 17:35:00,46,3.161,Provisional,UNSPECIFIED
2024-10-29 17:40:00,46,3.166,Provisional,UNSPECIFIED
2024-10-29 17:45:00,46,3.158,Provisional,UNSPECIFIED
2024-10-29 17:50:00,46,3.165,Provisional,UNSPECIFIED
2024-10-29 17:55:00,46,3.166,Provisional,UNSPECIFIED
2024-10-29 18:00:00,46,3.154,Provisional,UNSPECIFIED
2024-10-29 18:05:00,46,3.160,Provisional,UNSPECIFIED
2024-10-29 18:10:00,46,3.152,Provisional,UNSPECIFIED
2024-10-29 18:15:00,46,3.159,Provisional,UNSPECIFIED
2024-10-29 18:20:00,46,3.152,Provisional,UNSPECIFIED
2024-10-29 18:25:00,46,3.152,Provisional,UNSPECIFIED
2024-10-29 18:30:00,46,3.147,Provisional,UNSPECIFIED
2024-10-29 18:35:00,46,3.154,Provisional,UNSPECIFIED
2024-10-29 18:40:00,46,3.150,Provisional,UNSPECIFIED
2024-10-29 18:45:00,46,3.156,Provisional,UNSPECIFIED
2024-10-29 18:50:00,46,3.148,Provisional,UNSPECIFIED
2024-10-29 18:55:00,46,3.153,Provisional,UNSPECIFIED
2024-10-29 19:00:00,46,3.144,Provisional,UNSPECIFIED
2024-10-29 19:05:00,46,3.145,Provisional,UNSPECIFIED
2024-10-29 19:10:00,46,3.131,Provisional,UNSPECIFIED
2024-10-29 19:15:00,46,3.146,Provisional,UNSPECIFIED
2024-10-29 19:20:00,46,3.143,Provisional,UNSPECIFIED
2024-10-29 19:25:00,46,3.141,Provisional,UNSPECIFIED
2024-10-29 19:30:00,46,3.145,Provisional,UNSPECIFIED
2024-10-29 19:35:00,46,3.143,Provisional,UNSPECIFIED
2024-10-29 19:40:00,46,3.141,Provisional,UNSPECIFIED
2024-10-29 19:45:00,46,3.134,Provisional,UNSPECIFIED
2024-10-29 19:50:00,46,3.142,Provisional,UNSPECIFIED
2024-10-29 19:55:00,46,3.140,Provisional,UNSPECIFIED
2024-10-29 20:00:00,46,3.141,Provisional,UNSPECIFIED
2024-10-29 20:05:00,46,3.135,Provisional,UNSPECIFIED
2024-10-29 20:10:00,46,3.134,Provisional,UNSPECIFIED
2024-10-29 20:15:00,46,3.133,Provisional,UNSPECIFIED
2024-10-29 20:20:00,46,3.132,Provisional,UNSPECIFIED
2024-10-29 20:25:00,46,3.132,Provisional,UNSPECIFIED
2024-10-29 20:30:00,46,3.134,Provisional,UNSPECIFIED
2024-10-29 20:35:00,46,3.128,Provisional,UNSPECIFIED
2024-10-29 20:40:00,46,3.128,Provisional,UNSPECIFIED
2024-10-29 20:45:00,46,3.132,Provisional,UNSPECIFIED
2024-10-29 20:50:00,46,3.131,Provisional,UNSPECIFIED
2024-10-29 20:55:00,46,3.127,Provisional,UNSPECIFIED
2024-10-29 21:00:00,46,3.133,Provisional,UNSPECIFIED
2024-10-29 21:05:00,46,3.124,Provisional,UNSPECIFIED
2024-10-29 21:10:00,46,3.118,Provisional,UNSPECIFIED
2024-10-29 21:15:00,46,3.125,Provisional,UNSPECIFIED
2024-10-29 21:20:00,46,3.129,Provisional,UNSPECIFIED
2024-10-29 21:25:00,46,3.121,Provisional,UNSPECIFIED
2024-10-29 21:30:00,46,3.128,Provisional,UNSPECIFIED
2024-10-29 21:35:00,46,3.120,Provisional,UNSPECIFIED
2024-10-29 21:40:00,46,3.119,Provisional,UNSPECIFIED
2024-10-29 21:45:00,46,3.119,Provisional,UNSPECIFIED
2024-10-29 21:50:00,46,3.120,Provisional,UNSPECIFIED
2024-10-29 21:55:00,46,3.119,Provisional,UNSPECIFIED
2024-10-29 22:00:00,46,3.113,Provisional,UNSPECIFIED
2024-10-29 22:05:00,46,3.117,Provisional,UNSPECIFIED
2024-10-29 22:10:00,46,3.115,Provisional,UNSPECIFIED
2024-10-29 22:15:00,46,3.107,Provisional,UNSPECIFIED
2024-10-29 22:20:00,46,3.117,Provisional,UNSPECIFIED
2024-10-29 22:25:00,46,3.109,Provisional,UNSPECIFIED
2024-10-29 22:30:00,46,3.111,Provisional,UNSPECIFIED
2024-10-29 22:35:00,46,3.110,Provisional,UNSPECIFIED
2024-10-29 22:40:00,46,3.102,Provisional,UNSPECIFIED
2024-10-29 22:45:00,46,3.108,Provisional,UNSPECIFIED
2024-10-29 22:50:00,46,3.107,Provisional,UNSPECIFIED
2024-10-29 22:55:00,46,3.106,Provisional,UNSPECIFIED
2024-10-29 23:00:00,46,3.103,Provisional,UNSPECIFIED
2024-10-29 23:05:00,46,3.104,Provisional,UNSPECIFIED
2024-10-29 23:10:00,46,3.105,Provisional,UNSPECIFIED
2024-10-29 23:15:00,46,3.104,Provisional,UNSPECIFIED
2024-10-29 23:20:00,46,3.100,Provisional,UNSPECIFIED
2024-10-29 23:25:00,46,3.098,Provisional,UNSPECIFIED
2024-10-29 23:30:00,46,3.098,Provisional,UNSPECIFIED
2024-10-29 23:35:00,46,3.098,Provisional,UNSPECIFIED
2024-10-29 23:40:00,46,3.095,Provisional,UNSPECIFIED
2024-10-29 23:45:00,46,3.099,Provisional,UNSPECIFIED
2024-10-29 23:50:00,46,3.102,Provisional,UNSPECIFIED
2024-10-29 23:55:00,46,3.098,Provisional,UNSPECIFIED
2024-10-30 00:00:00,46,3.089,Provisional,UNSPECIFIED
2024-10-30 00:05:00,46,3.098,Provisional,UNSPECIFIED
2024-10-30 00:10:00,46,3.092,Provisional,UNSPECIFIED
2024-10-30 00:15:00,46,3.088,Provisional,UNSPECIFIED
2024-10-30 00:20:00,46,3.091,Provisional,UNSPECIFIED
2024-10-30 00:25:00,46,3.090,Provisional,UNSPECIFIED
2024-10-30 00:30:00,46,3.085,Provisional,UNSPECIFIED
2024-10-30 00:35:00,46,3.088,Provisional,UNSPECIFIED
2024-10-30 00:40:00,46,3.086,Provisional,UNSPECIFIED
2024-10-30 00:45:00,46,3.088,Provisional,UNSPECIFIED
2024-10-30 00:50:00,46,3.080,Provisional,UNSPECIFIED
2024-10-30 00:55:00,46,3.084,Provisional,UNSPECIFIED
2024-10-30 01:00:00,46,3.083,Provisional,UNSPECIFIED
2024-10-30 01:05:00,46,3.089,Provisional,UNSPECIFIED
2024-10-30 01:10:00,46,3.082,Provisional,UNSPECIFIED
2024-10-30 01:15:00,46,3.081,Provisional,UNSPECIFIED
2024-10-30 01:20:00,46,3.081,Provisional,UNSPECIFIED
2024-10-30 01:25:00,46,3.078,Provisional,UNSPECIFIED
2024-10-30 01:30:00,46,3.083,Provisional,UNSPECIFIED
2024-10-30 01:35:00,46,3.077,Provisional,UNSPECIFIED
2024-10-30 01:40:00,46,3.078,Provisional,UNSPECIFIED
2024-10-30 01:45:00,46,3.081,Provisional,UNSPECIFIED
2024-10-30 01:50:00,46,3.082,Provisional,UNSPECIFIED
2024-10-30 01:55:00,46,3.074,Provisional,UNSPECIFIED
2024-10-30 02:00:00,46,3.079,Provisional,UNSPECIFIED
2024-10-30 02:05:00,46,3.075,Provisional,UNSPECIFIED
2024-10-30 02:10:00,46,3.069,Provisional,UNSPECIFIED
2024-10-30 02:15:00,46,3.073,Provisional,UNSPECIFIED
2024-10-30 02:20:00,46,3.072,Provisional,UNSPECIFIED
2024-10-30 02:25:00,46,3.070,Provisional,UNSPECIFIED
2024-10-30 02:30:00,46,3.071,Provisional,UNSPECIFIED
2024-10-30 02:35:00,46,3.070,Provisional,UNSPECIFIED
2024-10-30 02:40:00,46,3.070,Provisional,UNSPECIFIED
2024-10-30 02:45:00,46,3.066,Provisional,UNSPECIFIED
2024-10-30 02:50:00,46,3.069,Provisional,UNSPECIFIED
2024-10-30 02:55:00,46,3.070,Provisional,UNSPECIFIED
2024-10-30 03:00:00,46,3.065,Provisional,UNSPECIFIED
2024-10-30 03:05:00,46,3.071,Provisional,UNSPECIFIED
2024-10-30 03:10:00,46,3.065,Provisional,UNSPECIFIED
2024-10-30 03:15:00,46,3.067,Provisional,UNSPECIFIED
2024-10-30 03:20:00,46,3.060,Provisional,UNSPECIFIED
2024-10-30 03:25:00,46,3.061,Provisional,UNSPECIFIED
2024-10-30 03:30:00,46,3.059,Provisional,UNSPECIFIED
2024-10-30 03:35:00,46,3.063,Provisional,UNSPECIFIED
2024-10-30 03:40:00,46,3.060,Provisional,UNSPECIFIED
2024-10-30 03:45:00,46,3.061,Provisional,UNSPECIFIED
2024-10-30 03:50:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 03:55:00,46,3.059,Provisional,UNSPECIFIED
2024-10-30 04:00:00,46,3.057,Provisional,UNSPECIFIED
2024-10-30 04:05:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 04:10:00,46,3.059,Provisional,UNSPECIFIED
2024-10-30 04:15:00,46,3.057,Provisional,UNSPECIFIED
2024-10-30 04:20:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 04:25:00,46,3.057,Provisional,UNSPECIFIED
2024-10-30 04:30:00,46,3.048,Provisional,UNSPECIFIED
2024-10-30 04:35:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 04:40:00,46,3.051,Provisional,UNSPECIFIED
2024-10-30 04:45:00,46,3.052,Provisional,UNSPECIFIED
2024-10-30 04:50:00,46,3.050,Provisional,UNSPECIFIED
2024-10-30 04:55:00,46,3.050,Provisional,UNSPECIFIED
2024-10-30 05:00:00,46,3.049,Provisional,UNSPECIFIED
2024-10-30 05:05:00,46,3.044,Provisional,UNSPECIFIED
2024-10-30 05:10:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 05:15:00,46,3.048,Provisional,UNSPECIFIED
2024-10-30 05:20:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 05:25:00,46,3.049,Provisional,UNSPECIFIED
2024-10-30 05:30:00,46,3.046,Provisional,UNSPECIFIED
2024-10-30 05:35:00,46,3.049,Provisional,UNSPECIFIED
2024-10-30 05:40:00,46,3.038,Provisional,UNSPECIFIED
2024-10-30 05:45:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 05:50:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 05:55:00,46,3.038,Provisional,UNSPECIFIED
2024-10-30 06:00:00,46,3.038,Provisional,UNSPECIFIED
2024-10-30 06:05:00,46,3.041,Provisional,UNSPECIFIED
2024-10-30 06:10:00,46,3.037,Provisional,UNSPECIFIED
2024-10-30 06:15:00,46,3.034,Provisional,UNSPECIFIED
2024-10-30 06:20:00,46,3.036,Provisional,UNSPECIFIED
2024-10-30 06:25:00,46,3.035,Provisional,UNSPECIFIED
2024-10-30 06:30:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 06:35:00,46,3.033,Provisional,UNSPECIFIED
2024-10-30 06:40:00,46,3.037,Provisional,UNSPECIFIED
2024-10-30 06:45:00,46,3.034,Provisional,UNSPECIFIED
2024-10-30 06:50:00,46,3.033,Provisional,UNSPECIFIED
2024-10-30 06:55:00,46,3.029,Provisional,UNSPECIFIED
2024-10-30 07:00:00,46,3.031,Provisional,UNSPECIFIED
2024-10-30 07:05:00,46,3.033,Provisional,UNSPECIFIED
2024-10-30 07:10:00,46,3.032,Provisional,UNSPECIFIED
2024-10-30 07:15:00,46,3.035,Provisional,UNSPECIFIED
2024-10-30 07:20:00,46,3.030,Provisional,UNSPECIFIED
2024-10-30 07:25:00,46,3.029,Provisional,UNSPECIFIED
2024-10-30 07:30:00,46,3.029,Provisional,UNSPECIFIED
2024-10-30 07:35:00,46,3.027,Provisional,UNSPECIFIED
2024-10-30 07:40:00,46,3.032,Provisional,UNSPECIFIED
2024-10-30 07:45:00,46,3.027,Provisional,UNSPECIFIED
2024-10-30 07:50:00,46,3.024,Provisional,UNSPECIFIED
2024-10-30 07:55:00,46,3.029,Provisional,UNSPECIFIED
2024-10-30 08:00:00,46,3.028,Provisional,UNSPECIFIED
2024-10-30 08:05:00,46,3.026,Provisional,UNSPECIFIED
2024-10-30 08:10:00,46,3.027,Provisional,UNSPECIFIED
2024-10-30 08:15:00,46,3.024,Provisional,UNSPECIFIED
2024-10-30 08:20:00,46,3.021,Provisional,UNSPECIFIED
2024-10-30 08:25:00,46,3.026,Provisional,UNSPECIFIED
2024-10-30 08:30:00,46,3.021,Provisional,UNSPECIFIED
2024-10-30 08:35:00,46,3.015,Provisional,UNSPECIFIED
2024-10-30 08:40:00,46,3.022,Provisional,UNSPECIFIED
2024-10-30 08:45:00,46,3.021,Provisional,UNSPECIFIED
2024-10-30 08:50:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 08:55:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 09:00:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 09:05:00,46,3.019,Provisional,UNSPECIFIED
2024-10-30 09:10:00,46,3.022,Provisional,UNSPECIFIED
2024-10-30 09:15:00,46,3.022,Provisional,UNSPECIFIED
2024-10-30 09:20:00,46,3.020,Provisional,UNSPECIFIED
2024-10-30 09:25:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 09:30:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 09:35:00,46,3.021,Provisional,UNSPECIFIED
2024-10-30 09:40:00,46,3.022,Provisional,UNSPECIFIED
2024-10-30 09:45:00,46,3.019,Provisional,UNSPECIFIED
2024-10-30 09:50:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 09:55:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 10:00:00,46,3.017,Provisional,UNSPECIFIED
2024-10-30 10:05:00,46,3.014,Provisional,UNSPECIFIED
2024-10-30 10:10:00,46,3.019,Provisional,UNSPECIFIED
2024-10-30 10:15:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 10:20:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 10:25:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 10:30:00,46,3.014,Provisional,UNSPECIFIED
2024-10-30 10:35:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 10:40:00,46,3.012,Provisional,UNSPECIFIED
2024-10-30 10:45:00,46,3.017,Provisional,UNSPECIFIED
2024-10-30 10:50:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 10:55:00,46,3.013,Provisional,UNSPECIFIED
2024-10-30 11:00:00,46,3.019,Provisional,UNSPECIFIED
2024-10-30 11:05:00,46,3.012,Provisional,UNSPECIFIED
2024-10-30 11:10:00,46,3.014,Provisional,UNSPECIFIED
2024-10-30 11:15:00,46,3.012,Provisional,UNSPECIFIED
2024-10-30 11:20:00,46,3.017,Provisional,UNSPECIFIED
2024-10-30 11:25:00,46,3.017,Provisional,UNSPECIFIED
2024-10-30 11:30:00,46,3.012,Provisional,UNSPECIFIED
2024-10-30 11:35:00,46,3.011,Provisional,UNSPECIFIED
2024-10-30 11:40:00,46,3.013,Provisional,UNSPECIFIED
2024-10-30 11:45:00,46,3.013,Provisional,UNSPECIFIED
2024-10-30 11:50:00,46,3.015,Provisional,UNSPECIFIED
2024-10-30 11:55:00,46,3.013,Provisional,UNSPECIFIED
2024-10-30 12:00:00,46,3.011,Provisional,UNSPECIFIED
2024-10-30 12:05:00,46,3.010,Provisional,UNSPECIFIED
2024-10-30 12:10:00,46,3.011,Provisional,UNSPECIFIED
2024-10-30 12:15:00,46,3.011,Provisional,UNSPECIFIED
2024-10-30 12:20:00,46,3.014,Provisional,UNSPECIFIED
2024-10-30 12:25:00,46,3.012,Provisional,UNSPECIFIED
2024-10-30 12:30:00,46,3.017,Provisional,UNSPECIFIED
2024-10-30 12:35:00,46,3.015,Provisional,UNSPECIFIED
2024-10-30 12:40:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 12:45:00,46,3.011,Provisional,UNSPECIFIED
2024-10-30 12:50:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 12:55:00,46,3.013,Provisional,UNSPECIFIED
2024-10-30 13:00:00,46,3.013,Provisional,UNSPECIFIED
2024-10-30 13:05:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 13:10:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 13:15:00,46,3.014,Provisional,UNSPECIFIED
2024-10-30 13:20:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 13:25:00,46,3.008,Provisional,UNSPECIFIED
2024-10-30 13:30:00,46,3.015,Provisional,UNSPECIFIED
2024-10-30 13:35:00,46,3.014,Provisional,UNSPECIFIED
2024-10-30 13:40:00,46,3.013,Provisional,UNSPECIFIED
2024-10-30 13:45:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 13:50:00,46,3.017,Provisional,UNSPECIFIED
2024-10-30 13:55:00,46,3.014,Provisional,UNSPECIFIED
2024-10-30 14:00:00,46,3.022,Provisional,UNSPECIFIED
2024-10-30 14:05:00,46,3.017,Provisional,UNSPECIFIED
2024-10-30 14:10:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 14:15:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 14:20:00,46,3.019,Provisional,UNSPECIFIED
2024-10-30 14:25:00,46,3.018,Provisional,UNSPECIFIED
2024-10-30 14:30:00,46,3.016,Provisional,UNSPECIFIED
2024-10-30 14:35:00,46,3.020,Provisional,UNSPECIFIED
2024-10-30 14:40:00,46,3.021,Provisional,UNSPECIFIED
2024-10-30 14:45:00,46,3.021,Provisional,UNSPECIFIED
2024-10-30 14:50:00,46,3.024,Provisional,UNSPECIFIED
2024-10-30 14:55:00,46,3.027,Provisional,UNSPECIFIED
2024-10-30 15:00:00,46,3.024,Provisional,UNSPECIFIED
2024-10-30 15:05:00,46,3.028,Provisional,UNSPECIFIED
2024-10-30 15:10:00,46,3.025,Provisional,UNSPECIFIED
2024-10-30 15:15:00,46,3.028,Provisional,UNSPECIFIED
2024-10-30 15:20:00,46,3.026,Provisional,UNSPECIFIED
2024-10-30 15:25:00,46,3.024,Provisional,UNSPECIFIED
2024-10-30 15:30:00,46,3.025,Provisional,UNSPECIFIED
2024-10-30 15:35:00,46,3.032,Provisional,UNSPECIFIED
2024-10-30 15:40:00,46,3.030,Provisional,UNSPECIFIED
2024-10-30 15:45:00,46,3.031,Provisional,UNSPECIFIED
2024-10-30 15:50:00,46,3.029,Provisional,UNSPECIFIED
2024-10-30 15:55:00,46,3.035,Provisional,UNSPECIFIED
2024-10-30 16:00:00,46,3.033,Provisional,UNSPECIFIED
2024-10-30 16:05:00,46,3.031,Provisional,UNSPECIFIED
2024-10-30 16:10:00,46,3.037,Provisional,UNSPECIFIED
2024-10-30 16:15:00,46,3.034,Provisional,UNSPECIFIED
2024-10-30 16:20:00,46,3.035,Provisional,UNSPECIFIED
2024-10-30 16:25:00,46,3.031,Provisional,UNSPECIFIED
2024-10-30 16:30:00,46,3.032,Provisional,UNSPECIFIED
2024-10-30 16:35:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 16:40:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 16:45:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 16:50:00,46,3.037,Provisional,UNSPECIFIED
2024-10-30 16:55:00,46,3.041,Provisional,UNSPECIFIED
2024-10-30 17:00:00,46,3.039,Provisional,UNSPECIFIED
2024-10-30 17:05:00,46,3.038,Provisional,UNSPECIFIED
2024-10-30 17:10:00,46,3.039,Provisional,UNSPECIFIED
2024-10-30 17:15:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 17:20:00,46,3.042,Provisional,UNSPECIFIED
2024-10-30 17:25:00,46,3.046,Provisional,UNSPECIFIED
2024-10-30 17:30:00,46,3.043,Provisional,UNSPECIFIED
2024-10-30 17:35:00,46,3.044,Provisional,UNSPECIFIED
2024-10-30 17:40:00,46,3.041,Provisional,UNSPECIFIED
2024-10-30 17:45:00,46,3.044,Provisional,UNSPECIFIED
2024-10-30 17:50:00,46,3.042,Provisional,UNSPECIFIED
2024-10-30 17:55:00,46,3.041,Provisional,UNSPECIFIED
2024-10-30 18:00:00,46,3.043,Provisional,UNSPECIFIED
2024-10-30 18:05:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 18:10:00,46,3.040,Provisional,UNSPECIFIED
2024-10-30 18:15:00,46,3.045,Provisional,UNSPECIFIED
2024-10-30 18:20:00,46,3.043,Provisional,UNSPECIFIED
2024-10-30 18:25:00,46,3.036,Provisional,UNSPECIFIED
2024-10-30 18:30:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 18:35:00,46,3.046,Provisional,UNSPECIFIED
2024-10-30 18:40:00,46,3.044,Provisional,UNSPECIFIED
2024-10-30 18:45:00,46,3.045,Provisional,UNSPECIFIED
2024-10-30 18:50:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 18:55:00,46,3.050,Provisional,UNSPECIFIED
2024-10-30 19:00:00,46,3.049,Provisional,UNSPECIFIED
2024-10-30 19:05:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 19:10:00,46,3.049,Provisional,UNSPECIFIED
2024-10-30 19:15:00,46,3.048,Provisional,UNSPECIFIED
2024-10-30 19:20:00,46,3.045,Provisional,UNSPECIFIED
