"ec5_form3_uuid","ec5_form2_uuid","created_at","date","uploaded_at","created_by","title","X242_Species","X243_Life_Stage","X244_List","X245_Is_this_fish_a_r","X246_Recaptured_PIT_T","X248_Adipose_Clip_Sta","X249_Fork_Length_mm","X250_Height_mm","X251_Weight_g","X252_Are_you_collecti","X254_DNA_sample__What","X255_Gill_Vial_","X256_Time_gill_sample","X258_Clinical_Signs_c","X259__of_Adult_Motile","X260_Clinical_Comment","X261_Are_you_PIT_tagg","X263_PIT_tag_tray__Ph","X264_PIT_Tag__last_4_","X265_PIT_Tag_Comments","X266_Is_this_a_lethal","X268_Lethal_Sample_","X269_Type_of_Lethal_S","X271_Fish_Photo_clini","X272_Comments","ec5_form1_uuid","X2_Date","X5_Survey_Location_ri","UTM_Northing_99_Coordinates","UTM_Easting_99_Coordinates","geometry","lat","long"
"e1f7bf26-a70e-48d2-b2c4-ed0122ee3137","6aaa01fd-dce4-46d8-9f84-ec7dc619d3ef","2024-06-20T20:03:34.000Z",2024-06-20,"2024-06-20T22:37:48.000Z","jonat192@gmail.com","Chinook 94 SJ24-PRS036","Chinook","Smolt","","No",NA,"Not clipped",94,20,NA,"Yes","SJ24-PRS036","","13:02","Skin/fin ulcers, Scale loss",NA,"","No",NA,NA,NA,"No","","","","","a96b7ddc-2729-44d6-804a-7b6af7a070b7",2024-06-20,"PSJ-PRS2 Mill Bay",5378431,393667,c(-124.440860133076, 48.5499584544573),48.5499584544573,-124.440860133076
"25175b3c-64a6-4540-9658-c6bc05799552","6aaa01fd-dce4-46d8-9f84-ec7dc619d3ef","2024-06-20T20:06:02.000Z",2024-06-20,"2024-06-20T22:37:50.000Z","jonat192@gmail.com","Chinook 86 SJ24-PRS037","Chinook","Smolt","","No",NA,"Not clipped",86,16,NA,"Yes","SJ24-PRS037","","13:05","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS37","Random","","","a96b7ddc-2729-44d6-804a-7b6af7a070b7",2024-06-20,"PSJ-PRS2 Mill Bay",5378431,393667,c(-124.440860133076, 48.5499584544573),48.5499584544573,-124.440860133076
"625c1b84-b748-4ead-b63a-ee1f8e5efb0e","6aaa01fd-dce4-46d8-9f84-ec7dc619d3ef","2024-06-20T20:07:58.000Z",2024-06-20,"2024-06-20T22:37:53.000Z","jonat192@gmail.com","Chinook 126 SJ24-PRS38","Chinook","Smolt","","No",NA,"Not clipped",126,20,NA,"Yes","SJ24-PRS038","","13:07","",NA,"","No",NA,NA,NA,"No","","","","","a96b7ddc-2729-44d6-804a-7b6af7a070b7",2024-06-20,"PSJ-PRS2 Mill Bay",5378431,393667,c(-124.440860133076, 48.5499584544573),48.5499584544573,-124.440860133076
"293eb40b-d04b-485c-b60e-12bac288963b","6aaa01fd-dce4-46d8-9f84-ec7dc619d3ef","2024-06-20T20:11:21.000Z",2024-06-20,"2024-06-20T22:37:54.000Z","jonat192@gmail.com","Chinook 86 Sj24-prs39","Chinook","Smolt","","No",NA,"Clipped with stubby regrowth",86,18,NA,"Yes","SJ24-PRS039","","13:10","",NA,"","No",NA,NA,NA,"No","","","","CWT dectected","a96b7ddc-2729-44d6-804a-7b6af7a070b7",2024-06-20,"PSJ-PRS2 Mill Bay",5378431,393667,c(-124.440860133076, 48.5499584544573),48.5499584544573,-124.440860133076
"59c0bbc7-b1aa-4b13-a981-86f9c47dc93f","6aaa01fd-dce4-46d8-9f84-ec7dc619d3ef","2024-06-20T20:11:58.000Z",2024-06-20,"2024-06-20T22:37:57.000Z","jonat192@gmail.com","Other 134","Other","Adult","Herring","No",NA,"Not clipped",134,26,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","a96b7ddc-2729-44d6-804a-7b6af7a070b7",2024-06-20,"PSJ-PRS2 Mill Bay",5378431,393667,c(-124.440860133076, 48.5499584544573),48.5499584544573,-124.440860133076
"6decef95-77cf-45a9-95a5-5d75d8e2567b","6aaa01fd-dce4-46d8-9f84-ec7dc619d3ef","2024-06-20T20:12:52.000Z",2024-06-20,"2024-06-20T22:37:59.000Z","jonat192@gmail.com","Other 156","Other","Adult","Herring","No",NA,"Not clipped",156,34,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","a96b7ddc-2729-44d6-804a-7b6af7a070b7",2024-06-20,"PSJ-PRS2 Mill Bay",5378431,393667,c(-124.440860133076, 48.5499584544573),48.5499584544573,-124.440860133076
"cf85a707-6816-4df2-a118-b6ec52be1258","73d78051-2348-40d5-b574-b6130a8d369b","2024-06-20T20:36:07.000Z",2024-06-20,"2024-06-20T22:38:07.000Z","jonat192@gmail.com","Chinook 92 Sj24-prs040","Chinook","Smolt","","No",NA,"Not clipped",92,20,NA,"Yes","SJ24-PRS040","","13:35","",NA,"","No",NA,NA,NA,"No","","","","","f939e94f-65b3-49ad-ae7f-44e08ed9d68c",2024-06-20,"PSJ-PRS1 PRCD",5379138,395137,c(-124.421125491437, 48.556564415834),48.556564415834,-124.421125491437
"7d2dfd3e-55c5-4e32-bd92-60cf0b59b9d7","b454ac99-ff86-4d74-8187-72987313c867","2024-06-20T20:55:36.000Z",2024-06-20,"2024-06-20T22:38:11.000Z","jonat192@gmail.com","Chinook 94 Sj24-prs041","Chinook","Smolt","","No",NA,"Not clipped",94,16,NA,"Yes","SJ24-PRS041","","13:55","",NA,"","No",NA,NA,NA,"No","","","","","f939e94f-65b3-49ad-ae7f-44e08ed9d68c",2024-06-20,"PSJ-PRS1 PRCD",5379235,395002,c(-124.422978922953, 48.5574141953848),48.5574141953848,-124.422978922953
"39e23cf9-53b7-40de-b515-97b5b5855fe6","b454ac99-ff86-4d74-8187-72987313c867","2024-06-20T20:57:55.000Z",2024-06-20,"2024-06-20T22:38:13.000Z","jonat192@gmail.com","Chinook 92 Sj24-prs042","Chinook","Smolt","","No",NA,"Not clipped",92,15,NA,"Yes","SJ24-PRS042","","13:56","",NA,"","No",NA,NA,NA,"No","","","","","f939e94f-65b3-49ad-ae7f-44e08ed9d68c",2024-06-20,"PSJ-PRS1 PRCD",5379235,395002,c(-124.422978922953, 48.5574141953848),48.5574141953848,-124.422978922953
"d5a0d434-03e7-4eac-9bbe-ed07e2c1a6ea","b454ac99-ff86-4d74-8187-72987313c867","2024-06-20T21:00:33.000Z",2024-06-20,"2024-06-20T22:38:15.000Z","jonat192@gmail.com","Coho 136 Sj24-prs043","Coho","Smolt","","No",NA,"Not clipped",136,21,NA,"Yes","SJ24-PRS043","","14:00","",NA,"","No",NA,NA,NA,"No","","","","","f939e94f-65b3-49ad-ae7f-44e08ed9d68c",2024-06-20,"PSJ-PRS1 PRCD",5379235,395002,c(-124.422978922953, 48.5574141953848),48.5574141953848,-124.422978922953
"3e39cfe1-9ed6-4f39-add8-e4fcb444bfc9","b454ac99-ff86-4d74-8187-72987313c867","2024-06-20T21:01:47.000Z",2024-06-20,"2024-06-20T22:38:17.000Z","jonat192@gmail.com","Chinook 89 Sj24-prs044","Chinook","Smolt","","No",NA,"Not clipped",89,12,NA,"Yes","SJ24-PRS044","","14:01","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS044","Random","","","f939e94f-65b3-49ad-ae7f-44e08ed9d68c",2024-06-20,"PSJ-PRS1 PRCD",5379235,395002,c(-124.422978922953, 48.5574141953848),48.5574141953848,-124.422978922953
"7044eacc-e5eb-4393-916a-b696fc3991ed","4b6e531e-6d5e-45d6-ac2a-bfacd06e797b","2024-06-20T21:34:45.000Z",2024-06-20,"2024-06-20T22:38:25.000Z","jonat192@gmail.com","Chinook 86 SJ24-ps045","Chinook","Smolt","","No",NA,"Not clipped",86,18,NA,"Yes","SJ24-PRS045","","14:34","",NA,"","No",NA,NA,NA,"No","","","","","4a44686c-0a53-4767-ba95-25fe1df3b5fc",2024-06-20,"PSJ-PRS 01 (nearshore Gordan Mouth)",5380230,394450,c(-124.430709845015, 48.5662700380518),48.5662700380518,-124.430709845015
"3a512faf-c436-477b-879c-8a92334ab18c","4b6e531e-6d5e-45d6-ac2a-bfacd06e797b","2024-06-20T21:37:12.000Z",2024-06-20,"2024-06-20T22:38:27.000Z","jonat192@gmail.com","Chinook 85 SJ24-PS046","Chinook","Smolt","","No",NA,"Not clipped",85,17,NA,"Yes","SJ24-PRS046","","14:36","",NA,"","No",NA,NA,NA,"No","","","","","4a44686c-0a53-4767-ba95-25fe1df3b5fc",2024-06-20,"PSJ-PRS 01 (nearshore Gordan Mouth)",5380230,394450,c(-124.430709845015, 48.5662700380518),48.5662700380518,-124.430709845015
"51abd367-99e8-4804-8f4e-17b81c1c696c","4b6e531e-6d5e-45d6-ac2a-bfacd06e797b","2024-06-20T21:39:03.000Z",2024-06-20,"2024-06-20T22:38:29.000Z","jonat192@gmail.com","Chinook 89 SJ24-ps047","Chinook","Smolt","","No",NA,"Not clipped",89,19,NA,"Yes","SJ24-PRS047","","14:37","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS047","Random","","","4a44686c-0a53-4767-ba95-25fe1df3b5fc",2024-06-20,"PSJ-PRS 01 (nearshore Gordan Mouth)",5380230,394450,c(-124.430709845015, 48.5662700380518),48.5662700380518,-124.430709845015
"ac8de979-a7eb-4346-973d-73d5f55ead71","4b6e531e-6d5e-45d6-ac2a-bfacd06e797b","2024-06-20T21:40:35.000Z",2024-06-20,"2024-06-20T22:38:31.000Z","jonat192@gmail.com","Chinook 84 SJ24-PS048","Chinook","Smolt","","No",NA,"Not clipped",84,17,NA,"Yes","SJ24-PRS048","","14:40","",NA,"","No",NA,NA,NA,"No","","","","","4a44686c-0a53-4767-ba95-25fe1df3b5fc",2024-06-20,"PSJ-PRS 01 (nearshore Gordan Mouth)",5380230,394450,c(-124.430709845015, 48.5662700380518),48.5662700380518,-124.430709845015
"4db8a818-b94e-4a67-834b-55fe475de627","4b6e531e-6d5e-45d6-ac2a-bfacd06e797b","2024-06-20T21:42:18.000Z",2024-06-20,"2024-06-20T22:38:33.000Z","jonat192@gmail.com","Other 134","Other","Adult","Anchovy","No",NA,"Not clipped",134,22,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","4a44686c-0a53-4767-ba95-25fe1df3b5fc",2024-06-20,"PSJ-PRS 01 (nearshore Gordan Mouth)",5380230,394450,c(-124.430709845015, 48.5662700380518),48.5662700380518,-124.430709845015
"4c548d7a-5a98-4229-92f7-d8a605b6eda2","4b6e531e-6d5e-45d6-ac2a-bfacd06e797b","2024-06-20T21:43:13.000Z",2024-06-20,"2024-06-20T22:38:35.000Z","jonat192@gmail.com","Other 131","Other","Adult","Sardine","No",NA,"Not clipped",131,33,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","4a44686c-0a53-4767-ba95-25fe1df3b5fc",2024-06-20,"PSJ-PRS 01 (nearshore Gordan Mouth)",5380230,394450,c(-124.430709845015, 48.5662700380518),48.5662700380518,-124.430709845015
"1ef2e8d7-6527-4b95-9c34-063513a738d1","4b6e531e-6d5e-45d6-ac2a-bfacd06e797b","2024-06-20T21:43:51.000Z",2024-06-20,"2024-06-20T22:38:38.000Z","jonat192@gmail.com","Other 154","Other","Adult","Sardine","No",NA,"Not clipped",154,32,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","4a44686c-0a53-4767-ba95-25fe1df3b5fc",2024-06-20,"PSJ-PRS 01 (nearshore Gordan Mouth)",5380230,394450,c(-124.430709845015, 48.5662700380518),48.5662700380518,-124.430709845015
"ab0b67ee-35a6-4da7-b617-c26e782371cd","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:17:38.000Z",2024-06-20,"2024-06-20T22:38:46.000Z","jonat192@gmail.com","Chinook 91 Sj24-prs049","Chinook","Smolt","","No",NA,"Not clipped",91,14,NA,"Yes","SJ24-PRS049","","15:17","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"8f744858-90e9-464e-9759-8e4e086c0595","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:18:50.000Z",2024-06-20,"2024-06-20T22:38:48.000Z","jonat192@gmail.com","Chinook 96 Sj24-prs050","Chinook","Smolt","","No",NA,"Clipped",96,13,NA,"Yes","SJ24-PRS050","","15:18","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"415f187d-f6dd-4c5c-80f1-b3335a145c1b","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:20:43.000Z",2024-06-20,"2024-06-20T22:38:50.000Z","jonat192@gmail.com","Chinook 85 Sj24-prs051","Chinook","Smolt","","No",NA,"Not clipped",85,13,NA,"Yes","SJ24-PRS051","","15:20","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS051","Random","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"5073b890-6bfd-4c4e-b481-4d6b5934d1f2","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:22:31.000Z",2024-06-20,"2024-06-20T22:38:53.000Z","jonat192@gmail.com","Chinook 88 Sj24-prs052","Chinook","Smolt","","No",NA,"Not clipped",88,12,NA,"Yes","SJ24-PRS052","","15:22","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"7ca58bf9-adfd-40e2-bcf7-a51f3451f6d8","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:25:06.000Z",2024-06-20,"2024-06-20T22:38:55.000Z","jonat192@gmail.com","Other 122","Other","Smolt","Anchovy","No",NA,"Not clipped",122,19,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"af14f30d-8c29-4c46-bc81-203db44f3e59","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:25:47.000Z",2024-06-20,"2024-06-20T22:38:57.000Z","jonat192@gmail.com","Other 126","Other","Smolt","Anchovy","No",NA,"Not clipped",126,18,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"4481aca7-6b11-4341-9baa-72ad407302f6","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:26:46.000Z",2024-06-20,"2024-06-20T22:38:59.000Z","jonat192@gmail.com","Other 112","Other","Smolt","Anchovy","No",NA,"Not clipped",112,17,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"cca9ad37-7a9b-4468-86ec-a919a42b9396","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:28:32.000Z",2024-06-20,"2024-06-20T22:39:01.000Z","jonat192@gmail.com","Other 45","Other","Smolt","Sandlance","No",NA,"Not clipped",45,11,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"75935f18-d54a-44bb-b36d-fec5b7cabe9e","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:29:27.000Z",2024-06-20,"2024-06-20T22:39:04.000Z","jonat192@gmail.com","Other 107","Other","Smolt","Sandlance","No",NA,"Not clipped",107,8,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"5bbf1e9a-e87c-4914-be32-e9aaa294ef6d","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:29:59.000Z",2024-06-20,"2024-06-20T22:39:06.000Z","jonat192@gmail.com","Other 111","Other","Smolt","Sandlance","No",NA,"Not clipped",111,9,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"09c47fd4-9702-44c6-9681-208716c43b7f","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:30:34.000Z",2024-06-20,"2024-06-20T22:39:08.000Z","jonat192@gmail.com","Other 110","Other","Smolt","Sandlance","No",NA,"Not clipped",110,10,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"61e29b64-77d6-4380-a8fa-27df8d0325a8","8291acb2-1e3f-4ba8-a985-aedff5655109","2024-06-20T22:31:12.000Z",2024-06-20,"2024-06-20T22:39:10.000Z","jonat192@gmail.com","Other 98","Other","Smolt","Sandlance","No",NA,"Not clipped",98,9,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","8878a969-a4f7-4029-b515-3f3d1aeaa6c6",2024-06-20,"PSJ-PRS4 Jap Rock",5379874,393598,c(-124.442163694123, 48.5629243139053),48.5629243139053,-124.442163694123
"beac1b77-1566-4e6a-8568-7fed4789a706","c23d756f-1143-49a3-8df1-aaa437aeaf6f","2024-07-03T20:23:00.000Z",2024-07-03,"2024-07-03T21:27:36.000Z","jonat192@gmail.com","Chinook 87 Sj24-prs161","Chinook","Smolt","","No",NA,"Not clipped",87,17,NA,"Yes","SJ24-PRS161","","13:22","",NA,"","No",NA,NA,NA,"No","","","","","d2e8d87e-fb93-47b6-bb40-c53584339f00",2024-07-03,"PSJ-PRS2 Mill Bay",5378351,393692,c(-124.440501057906, 48.5492432147164),48.5492432147164,-124.440501057906
"5bfef27a-b1b5-45b7-b0b6-90ede30c9288","c23d756f-1143-49a3-8df1-aaa437aeaf6f","2024-07-03T20:20:15.000Z",2024-07-03,"2024-07-03T21:27:33.000Z","jonat192@gmail.com","Chinook 85 Sj24-prs160","Chinook","Smolt","","No",NA,"Not clipped",85,15,NA,"Yes","SJ24-PRS160","","13:19","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS160","Random","","","d2e8d87e-fb93-47b6-bb40-c53584339f00",2024-07-03,"PSJ-PRS2 Mill Bay",5378351,393692,c(-124.440501057906, 48.5492432147164),48.5492432147164,-124.440501057906
"cf47d3f2-f7fe-49c6-9d90-2254db482281","c23d756f-1143-49a3-8df1-aaa437aeaf6f","2024-07-03T20:18:50.000Z",2024-07-03,"2024-07-03T21:27:32.000Z","jonat192@gmail.com","Chinook 87 Sj24-prs159","Chinook","Smolt","","No",NA,"Not clipped",87,16,NA,"Yes","SJ24-PRS159","","13:18","",NA,"","No",NA,NA,NA,"No","","","","","d2e8d87e-fb93-47b6-bb40-c53584339f00",2024-07-03,"PSJ-PRS2 Mill Bay",5378351,393692,c(-124.440501057906, 48.5492432147164),48.5492432147164,-124.440501057906
"7d431550-60bd-4df2-a066-3fd044494b23","c23d756f-1143-49a3-8df1-aaa437aeaf6f","2024-07-03T20:16:46.000Z",2024-07-03,"2024-07-03T21:27:30.000Z","jonat192@gmail.com","Chinook 111 Sj24-prs158","Chinook","Smolt","","No",NA,"Not clipped",111,23,NA,"Yes","SJ24-PRS158","","13:16","Motile sea lice wound",1,"","No",NA,NA,NA,"No","","","","","d2e8d87e-fb93-47b6-bb40-c53584339f00",2024-07-03,"PSJ-PRS2 Mill Bay",5378351,393692,c(-124.440501057906, 48.5492432147164),48.5492432147164,-124.440501057906
"97306300-493f-4d54-9d24-ae7687594f43","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:51:25.000Z",2024-07-03,"2024-07-03T21:27:24.000Z","jonat192@gmail.com","Other 160","Other","Smolt","","No",NA,"Not clipped",160,29,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"d7303c42-382d-4374-a7e2-70a430689b96","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:50:59.000Z",2024-07-03,"2024-07-03T21:27:21.000Z","jonat192@gmail.com","Other 174","Other","Smolt","","No",NA,"Not clipped",174,31,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"94529e5a-c87f-4c20-9ce8-95a7b91bac5c","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:50:32.000Z",2024-07-03,"2024-07-03T21:27:19.000Z","jonat192@gmail.com","Other 153","Other","Smolt","","No",NA,"Not clipped",153,15,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"10e3ac06-ffe9-44ba-8d55-41a442d1dfc7","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:50:04.000Z",2024-07-03,"2024-07-03T21:27:17.000Z","jonat192@gmail.com","Other 155","Other","Smolt","","No",NA,"Not clipped",155,15,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"75b76bd5-6f12-4b33-a3cb-50989aa8527a","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:49:36.000Z",2024-07-03,"2024-07-03T21:27:14.000Z","jonat192@gmail.com","Other 143","Other","Smolt","","No",NA,"Not clipped",143,22,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"c87819bd-f16b-432e-ab0f-c2d7c6067780","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:49:09.000Z",2024-07-03,"2024-07-03T21:27:12.000Z","jonat192@gmail.com","Other 146","Other","Smolt","","No",NA,"Not clipped",146,22,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"6c5bfe3f-b96a-4b18-8268-b5452b3c9eae","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:48:43.000Z",2024-07-03,"2024-07-03T21:27:10.000Z","jonat192@gmail.com","Other 169","Other","Smolt","","No",NA,"Not clipped",169,28,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"0a8e180c-f047-4ee6-95e1-5e3de3608723","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:48:16.000Z",2024-07-03,"2024-07-03T21:27:07.000Z","jonat192@gmail.com","Other 164","Other","Smolt","","No",NA,"Not clipped",164,30,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"dddc9261-2b8d-4af3-a652-3fa2184bcecd","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:47:44.000Z",2024-07-03,"2024-07-03T21:27:05.000Z","jonat192@gmail.com","Other 146","Other","Smolt","","No",NA,"Not clipped",146,23,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"3be94419-c65e-46c1-9c69-5d5c419d0310","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:47:20.000Z",2024-07-03,"2024-07-03T21:27:03.000Z","jonat192@gmail.com","Other 157","Other","Smolt","","No",NA,"Not clipped",157,17,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"ef44b2d2-689c-45b4-8b75-a24a7ec50428","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:46:07.000Z",2024-07-03,"2024-07-03T21:26:59.000Z","jonat192@gmail.com","Other 156","Other","Smolt","","No",NA,"Not clipped",156,24,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"6aedc47d-b37e-4dbd-a8a4-5a0ea8356d4f","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:40:07.000Z",2024-07-03,"2024-07-03T21:26:58.000Z","jonat192@gmail.com","Chinook 92 Sj24-prs157","Chinook","Smolt","","No",NA,"Not clipped",92,20,NA,"Yes","SJ24-PRS157","","12:39","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"912e02b8-3408-48a8-a1d3-b3f852582b9d","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:38:25.000Z",2024-07-03,"2024-07-03T21:26:56.000Z","jonat192@gmail.com","Chinook 92 Sj24-prs156","Chinook","Smolt","","No",NA,"Not clipped",92,20,NA,"Yes","SJ24-PRS156","","12:37","",NA,"","No",NA,NA,NA,"No","","","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
"030d6893-edb8-4f4a-a93f-a78002c09d39","3b0520e4-8cf9-411d-ad11-fc77983c2977","2024-07-03T19:35:34.000Z",2024-07-03,"2024-07-03T21:26:54.000Z","jonat192@gmail.com","Chinook 96 Sj24-prs155","Chinook","Smolt","","No",NA,"Not clipped",96,20,NA,"Yes","SJ24-PRS155","","12:34","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS155","Random","","","daec8f33-d3f6-41f5-985e-8bd91b451908",2024-07-03,"PSJ-PRS B",5378557,392584,c(-124.455562868967, 48.5509070628552),48.5509070628552,-124.455562868967
