ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,created_by,title,242_Species,243_Life_Stage,244_List,248_Adipose_Clip_Sta,249_Fork_Length_mm,250_Height_mm,251_Weight_g,252_Are_you_collecti,254_DNA_sample__What,255_Gill_Vial_,256_Time_gill_sample,258_Clinical_Signs_c,259__of_Adult_Motile,260_Clinical_Comment,266_Is_this_a_lethal,268_Lethal_Sample_,269_Type_of_Lethal_S,271_Fish_Photo_clini,272_Comments
7999b9ac-683b-40a2-b5ed-b7d8b18d15b5,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:17:32.999Z,2024-03-28T01:22:44.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,39,NA,0.49,No,,,,NA,NA,NA,No,,,NA,
2144b908-d096-482f-b5d0-57579567bdff,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:18:52.177Z,2024-03-28T01:22:46.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,44,NA,0.59,No,,,,NA,NA,NA,No,,,NA,
f035f53e-62e5-4d68-8763-48482ecb10bc,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:19:22.246Z,2024-03-28T01:22:48.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.51,No,,,,NA,NA,NA,No,,,NA,
1add6d55-dec2-4a91-a84b-9adb7f2d8f3f,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:20:41.920Z,2024-03-28T01:22:50.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,39,NA,0.34,No,,,,NA,NA,NA,No,,,NA,
ca8707d2-f01f-4694-9907-b2968d4523c1,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:24:03.032Z,2024-03-28T01:22:52.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,39,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
e426f985-10e1-4312-a9cf-cc7ea48ed0d6,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:24:41.847Z,2024-03-28T01:22:54.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.5,No,,,,NA,NA,NA,No,,,NA,
2f6bdc5a-02ed-4727-b0bb-9b428d58288c,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:28:31.023Z,2024-03-28T01:22:57.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.53,No,,,,NA,NA,NA,No,,,NA,
4768880e-253c-486a-803a-f2b9ecebe21b,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:28:59.959Z,2024-03-28T01:22:59.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
66ee1715-8f7f-4eb2-b477-f6b583200587,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:29:32.150Z,2024-03-28T01:23:00.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
3777b33d-b18d-4311-aa74-5cf8c5f35982,169c61d9-b79c-4a4a-9024-4ac3f345bd81,2024-03-19T19:30:23.969Z,2024-03-28T01:23:03.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,41,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
53df2224-1139-44b1-a569-391b363e1961,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:03:32.970Z,2024-03-28T01:23:09.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.49,No,,,,NA,NA,NA,No,,,NA,
80bbc942-7d12-4424-9534-2762a3d10b9c,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:04:57.009Z,2024-03-28T01:23:11.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,32,NA,0.3,No,,,,NA,NA,NA,No,,,NA,
5e2c1dc7-3505-4799-a8bc-64a5b5b5c7dd,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:07:02.026Z,2024-03-28T01:23:42.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,35,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
2b6b5a59-afdf-4083-b8b2-e14f3e0a8de1,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:07:49.310Z,2024-03-28T01:23:44.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
473e6df1-2e28-4915-a159-8d4ffd964366,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:08:34.512Z,2024-03-28T01:23:46.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,33,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
a2e751c4-b4a2-49a5-a194-eac70af201d5,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:09:25.952Z,2024-03-28T01:23:48.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
fa195a0a-1175-493d-9d55-970d15f1da5a,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:10:04.857Z,2024-03-28T01:23:50.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
aef34328-cf7e-4546-af98-e9d089f1c490,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:10:49.697Z,2024-03-28T01:23:52.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
8c343dc8-d767-4f62-b349-71d38df1499a,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:14:07.756Z,2024-03-28T01:23:55.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.57,No,,,,NA,NA,NA,No,,,NA,
ff7b802c-f5a5-406d-9b33-e512a49f0a6b,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:15:18.908Z,2024-03-28T01:23:56.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
903c98ce-af26-40fb-a9a1-5516d65c7e4c,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:18:51.345Z,2024-03-28T01:23:58.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,44,NA,0.66,No,,,,NA,NA,NA,No,,,NA,
8fbe30af-2363-4b44-b301-67cbb5ede6a2,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:20:45.790Z,2024-03-28T01:24:01.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
1a96243b-4385-4ad3-b2f4-00d91d20a03e,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:21:29.747Z,2024-03-28T01:24:03.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.33,No,,,,NA,NA,NA,No,,,NA,
e2dfa0ea-eee8-4789-8f3e-fb1fbd649678,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:23:31.224Z,2024-03-28T01:24:05.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,37,NA,0.41,No,,,,NA,NA,NA,No,,,NA,
efc6d99a-f38f-4f76-b038-1bef65440310,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:24:47.047Z,2024-03-28T01:24:07.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,43,NA,0.56,No,,,,NA,NA,NA,No,,,NA,
81f15e43-5461-49db-8f56-a39add0ac67c,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:27:07.028Z,2024-03-28T01:24:09.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.5,No,,,,NA,NA,NA,No,,,NA,
c0c69f24-fb43-4821-8a98-e14d655907c2,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:28:38.904Z,2024-03-28T01:24:11.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,34,NA,0.38,No,,,,NA,NA,NA,No,,,NA,
53f05015-cf6d-41d5-b079-3a71581844cf,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:29:07.849Z,2024-03-28T01:24:14.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.55,No,,,,NA,NA,NA,No,,,NA,
47c00c88-41f2-4026-ad43-5f254d62427c,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:30:52.707Z,2024-03-28T01:24:16.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.57,No,,,,NA,NA,NA,No,,,NA,
2ba34311-f78e-4ec4-98c1-51ec9ef8fb57,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:32:20.247Z,2024-03-28T01:24:18.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,33,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
5318e271-0ffe-4074-887f-5ed197a67137,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:33:35.226Z,2024-03-28T01:24:20.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.56,No,,,,NA,NA,NA,No,,,NA,
641b8601-7b8d-4040-a24d-0285fe57ff62,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:34:25.791Z,2024-03-28T01:24:22.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
73f067cb-071a-4c57-940f-58bdf6cfc6ae,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:35:21.730Z,2024-03-28T01:24:24.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.63,No,,,,NA,NA,NA,No,,,NA,
ee996133-8919-4713-b9b2-db4deac547f7,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:36:23.209Z,2024-03-28T01:24:27.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,38,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
f23efa18-c010-4767-85ad-4dd8dfc7884b,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:37:49.087Z,2024-03-28T01:24:35.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
e5c480ca-f467-4937-a14c-1e938d31dcf5,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:38:27.607Z,2024-03-28T01:24:38.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
9e6f9712-59aa-4452-a7a6-36e7fcf72289,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:39:29.130Z,2024-03-28T01:24:40.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
0b105404-b63b-4fc9-92a0-6afa61a10d45,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:40:32.954Z,2024-03-28T01:24:42.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,42,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
27fc5302-9e51-42d1-bad5-0266fb3807a6,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:41:45.923Z,2024-03-28T01:24:45.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,41,NA,0.5,No,,,,NA,NA,NA,No,,,NA,
e60865d6-6906-4d5a-82de-72b36f444d7d,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:42:22.727Z,2024-03-28T01:24:46.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.28,No,,,,NA,NA,NA,No,,,NA,
748d8972-3fb3-4955-b4f9-6ea36a325e57,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:43:02.468Z,2024-03-28T01:24:48.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
987cf18b-0cd6-42a1-8514-e723bc6e3722,f83caa2d-b7df-47bf-ac0d-5504822689d6,2024-03-20T16:44:55.075Z,2024-03-28T01:24:51.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,38,NA,0.4,No,,,,NA,NA,NA,No,,,NA,
adee968f-cc6f-43e6-ac9c-0045b6596670,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:04:49.446Z,2024-03-28T01:24:58.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,100,NA,11.79,No,,,,NA,NA,NA,No,,,NA,
a8b0ed5b-f0be-49db-bfe9-a0861bacd169,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:06:05.363Z,2024-03-28T01:25:00.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.49,No,,,,NA,NA,NA,No,,,NA,
2be379e5-7c9e-48fc-b98c-b26c831ecff0,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:07:04.411Z,2024-03-28T01:25:02.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.41,No,,,,NA,NA,NA,No,,,NA,
10b5cf51-f3b2-46a6-a9d1-39faf426d0ee,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:08:54.314Z,2024-03-28T01:25:05.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,64,NA,2.91,No,,,,NA,NA,NA,No,,,NA,
dc64a61f-decf-49d9-aec1-b26cb18e610e,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:10:10.322Z,2024-03-28T01:25:07.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.44,No,,,,NA,NA,NA,No,,,NA,
873de2a9-5705-4ec2-8b30-63d626427b8a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:11:21.170Z,2024-03-28T01:25:08.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
aad904b2-3928-4aa7-a2c9-7f77fff54cce,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:16:41.142Z,2024-03-28T01:25:11.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.34,No,,,,NA,NA,NA,No,,,NA,
0d35fe8d-210f-4053-b36d-a0302c139662,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:17:51.139Z,2024-03-28T01:25:13.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,65,NA,3.12,No,,,,NA,NA,NA,No,,,NA,
db6b43d9-d049-4bb9-9f29-0b836216e245,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:18:54.263Z,2024-03-28T01:25:15.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
84fd7dd4-f0a9-4160-8c84-6a5a94dc4610,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:19:35.572Z,2024-03-28T01:25:17.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.51,No,,,,NA,NA,NA,No,,,NA,
220de959-fe43-4c4a-8aed-e6f193980bcc,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:20:14.939Z,2024-03-28T01:25:19.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.47,No,,,,NA,NA,NA,No,,,NA,
41b77747-3e6a-41d8-9733-4d179e9479bb,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:20:57.762Z,2024-03-28T01:25:21.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
8f2936a6-019e-4c72-961b-94ded5de7cd7,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:21:47.952Z,2024-03-28T01:25:23.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
ecd0bcd5-d7d3-47ab-88bb-771af4cb0d52,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:22:35.336Z,2024-03-28T01:25:25.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
6cf6a193-7e7d-4043-90b5-8fe7457b620c,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:23:53.400Z,2024-03-28T01:25:27.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.49,No,,,,NA,NA,NA,No,,,NA,
2528ef01-2399-4449-9ff9-d606f4268314,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:26:48.415Z,2024-03-28T01:25:29.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.51,No,,,,NA,NA,NA,No,,,NA,
07040875-fa73-4de9-a5d8-27e425cdddaa,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:27:34.153Z,2024-03-28T01:25:31.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
fc0742a0-a3d6-4816-bca6-d2f33fbb6e09,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:28:16.905Z,2024-03-28T01:25:33.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
b0e01356-089e-464c-8788-d7741492859d,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:28:54.098Z,2024-03-28T01:25:36.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,32,NA,0.23,No,,,,NA,NA,NA,No,,,NA,
b54fb1a4-a526-4054-997c-9c5fd3e3eb46,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:29:29.199Z,2024-03-28T01:25:37.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,41,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
f8293983-5d0a-4660-91db-408f7b9fd25a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:30:11.089Z,2024-03-28T01:25:39.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.57,No,,,,NA,NA,NA,No,,,NA,
ea6b8e0b-a9f0-4887-9480-48dd89da93f0,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:31:00.408Z,2024-03-28T01:25:42.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.62,No,,,,NA,NA,NA,No,,,NA,
857e1168-8759-4a25-bf15-7d24ecbd01e5,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:32:27.089Z,2024-03-28T01:25:44.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,43,NA,0.69,No,,,,NA,NA,NA,No,,,NA,
a935c3c9-84a4-465f-b385-96f814eb23ac,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:33:00.088Z,2024-03-28T01:25:46.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
428827b0-374d-4c63-85e3-36cc24d85af2,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:33:50.793Z,2024-03-28T01:25:48.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
65bbab55-ecea-4a1e-be93-54bfe7e0772a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:35:27.239Z,2024-03-28T01:25:50.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
8b75936c-eba6-472d-a09c-9acc616d24be,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:36:00.378Z,2024-03-28T01:25:52.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
1f63368c-de6c-469a-a69e-d524bce4a2ee,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:41:26.702Z,2024-03-28T01:25:54.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.69,No,,,,NA,NA,NA,No,,,NA,
fe161dd8-c30b-40ab-9cd4-fe89929b026f,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:41:56.754Z,2024-03-28T01:25:56.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.49,No,,,,NA,NA,NA,No,,,NA,
f48dd581-5f38-4060-9349-92678712d72d,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:43:22.824Z,2024-03-28T01:25:58.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.51,No,,,,NA,NA,NA,No,,,NA,
218feaec-0ae8-4654-b994-281ab82f389a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:43:59.665Z,2024-03-28T01:26:01.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
db0f32f8-7765-45fa-9e07-7a57e88dffba,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:44:50.354Z,2024-03-28T01:26:03.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,42,NA,0.53,No,,,,NA,NA,NA,No,,,NA,
c40898c6-2bea-4c0b-b4c2-5f077c729179,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:45:29.958Z,2024-03-28T01:26:05.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
478b3863-8b37-4554-9a71-2a2e3533ad3b,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:46:12.475Z,2024-03-28T01:26:08.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.44,No,,,,NA,NA,NA,No,,,NA,
33143e24-39d3-44ed-a754-300da751421a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:46:56.964Z,2024-03-28T01:26:10.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
f1b4d8bd-b221-4aed-a4c7-23e0955dbd58,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:47:42.237Z,2024-03-28T01:26:12.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
ccecf184-7c53-4d01-adb5-c7a0a2b4328a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:48:25.492Z,2024-03-28T01:26:14.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.47,No,,,,NA,NA,NA,No,,,NA,
62772258-4af9-42cc-b697-9a636c37288e,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:49:13.632Z,2024-03-28T01:26:16.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.61,No,,,,NA,NA,NA,No,,,NA,
a6aae25e-6e21-4e9c-8f1f-b9f84a811d16,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:51:02.025Z,2024-03-28T01:26:18.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.55,No,,,,NA,NA,NA,No,,,NA,
8f934eee-dc12-4aee-a0a6-3c275e2a2a2a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:51:40.577Z,2024-03-28T01:26:20.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.3,No,,,,NA,NA,NA,No,,,NA,
2955c4d4-7fd2-45e6-a081-675de2e5e89a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:52:28.552Z,2024-03-28T01:26:22.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
b4c206a6-efe9-44bf-8906-59f13230f5d3,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:53:06.202Z,2024-03-28T01:26:24.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
d8c12124-a534-4f2b-95de-c43e3dc03e7c,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:53:35.256Z,2024-03-28T01:26:27.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
530a3d8d-e9e0-4a80-9077-ec6647a41d88,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:54:19.225Z,2024-03-28T01:26:28.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,38,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
612e9aa2-d583-4a1e-8d75-87551b174aaa,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:55:00.500Z,2024-03-28T01:26:30.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.55,No,,,,NA,NA,NA,No,,,NA,
d709be51-0fa0-4546-bfd0-9f476dd4fa52,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:56:29.544Z,2024-03-28T01:26:33.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
